VoteChoice,Keywords
Ok,"[('ok', 1.0)]"
Nothing to improve ,"[('improve', 0.776)]"
Esther is very helpful ,"[('esther', 0.7235), ('helpful', 0.3998)]"
Vinay .... politely handle customer with humbly behaviour..nice experience ,"[('vinay', 0.5465), ('customer', 0.5219), ('politely', 0.4136)]"
Ok ,"[('ok', 1.0)]"
Good ,"[('good', 1.0)]"
Good ,"[('good', 1.0)]"
Excellent ,"[('excellent', 1.0)]"
Great...,"[('great', 0.5884)]"
very good experience ,"[('experience', 0.6577), ('good', 0.3294)]"
Nice??????,"[('nice', 0.4478)]"
Good ,"[('good', 1.0)]"
Anil is nice with handling customers and all Very helpful and enthusiastic ,"[('anil', 0.6852), ('customers', 0.4268), ('handling', 0.314)]"
Very courteous staffs,"[('courteous', 0.6983), ('staffs', 0.6557)]"
Nothing,[]
Customer friendly very attentive and showed according to my taste and requirement. Highly Satisfied.,"[('attentive', 0.4775), ('satisfied', 0.4262), ('customer', 0.41)]"
Good ,"[('good', 1.0)]"
Very good experience ?? ,"[('experience', 0.5837), ('good', 0.1867)]"
I have seen lately every fashion brand is tapping into the styles which resonate more with the new generation. So seeing the emerging trend Levi’s should focus more on products that entice younger generations.Being a millennial myself I find some of the styles levi’s has outdated. And please don’t put very large logos on apparels.,"[('levi', 0.4501), ('fashion', 0.4329), ('millennial', 0.4054)]"
Good experience and helpful staff.overall a good experience.,"[('staff', 0.4513), ('experience', 0.4418), ('helpful', 0.3356)]"
Nothing,[]
Very good service ,"[('service', 0.5967), ('good', 0.3583)]"
Good rewati ,"[('rewati', 0.8216), ('good', 0.417)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Give more offers and discounts on maximum amount nothing else ,"[('discounts', 0.5815), ('offers', 0.5109), ('maximum', 0.4816)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Good experience.we are the happiest customers ,"[('customers', 0.5336), ('happiest', 0.4596), ('experience', 0.4165)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Happy with everything,"[('happy', 0.644)]"
Wifi,"[('wifi', 1.0)]"
Service is  very good margao 2 team  ,"[('margao', 0.5773), ('service', 0.4056), ('team', 0.3614)]"
Sumera was very helpful ,"[('sumera', 0.6443), ('helpful', 0.3834)]"
Everything seems perfect.,"[('perfect', 0.4036)]"
Good ,"[('good', 1.0)]"
Good Collection  Staff is very cordial and cooperative  ,"[('staff', 0.5523), ('collection', 0.5251), ('cooperative', 0.3982)]"
Good,"[('good', 1.0)]"
The expirence was great. Daxa was really helpful during the purchase. ,"[('expirence', 0.5925), ('daxa', 0.358), ('purchase', 0.2069)]"
Low price required ,"[('price', 0.6026), ('low', 0.5704), ('required', 0.329)]"
Two young girls in a huge store is not a very enveloping experience. The girls of course wete very courteous and helpful but i still feel a male attending to another will be a better choice. Becomes easily relatable. Thnx,"[('girls', 0.3459), ('store', 0.2531), ('enveloping', 0.218)]"
More colors and sizes ,"[('colors', 0.6818), ('sizes', 0.5852)]"
Nice,"[('nice', 1.0)]"
Sjdhdh,"[('sjdhdh', 1.0)]"
The Collection at the Store was significant and had a lot of options available to go through. The staff was very helpful and made sure that I was completely informed about the various fits that were available. Don't have any pointers at present to improve the experience ,"[('collection', 0.3838), ('store', 0.3122), ('staff', 0.2811)]"
All good ,"[('good', 0.4393)]"
Priyanka was very helpful.,"[('priyanka', 0.7042), ('helpful', 0.3331)]"
Everything’s perfect,"[('perfect', 0.5479)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Good,"[('good', 1.0)]"
Very good collection and excellent support from staff ,"[('collection', 0.5466), ('staff', 0.4286), ('support', 0.3653)]"
Good service staff,"[('staff', 0.7389), ('service', 0.6226), ('good', 0.233)]"
Very good   ,"[('good', 0.7071)]"
Add more colours,"[('colours', 0.6809), ('add', 0.4192)]"
GOOD,"[('good', 1.0)]"
Nice experience ,"[('experience', 0.5535), ('nice', 0.4694)]"
No need,"[('need', 0.5441)]"
Nice collection,"[('collection', 0.6719), ('nice', 0.4632)]"
Overall a good experience,"[('experience', 0.6325), ('overall', 0.5928), ('good', 0.2911)]"
Good service satya ,"[('satya', 0.7791), ('service', 0.4955), ('good', 0.2247)]"
Supriya was great ,"[('supriya', 0.7679), ('great', 0.1847)]"
"Thanks suneel, you are very talented salesperson ","[('salesperson', 0.5926), ('suneel', 0.4489), ('talented', 0.3493)]"
All good,"[('good', 0.4393)]"
Had very good experience I was attended very well,"[('experience', 0.4757), ('attended', 0.4757), ('good', 0.1822)]"
Ok,"[('ok', 1.0)]"
Staff is very cordial and updated with all latest trend.very helpful with the pricing matters,"[('staff', 0.5972), ('cordial', 0.326), ('trend', 0.3215)]"
Thnx so much geetaaaa,"[('geetaaaa', 0.6819), ('thnx', 0.5448)]"
"Overall service was good, keep it up! :) ","[('service', 0.3765), ('overall', 0.2911), ('good', 0.2006)]"
Ijaz showed all available collection ,"[('collection', 0.5658), ('ijaz', 0.5058), ('showed', 0.2995)]"
Satya was great help has a great understanding of the customer and product   Good experience ,"[('satya', 0.6047), ('customer', 0.2683), ('experience', 0.2267)]"
Na,"[('na', 1.0)]"
Very good ,"[('good', 0.7071)]"
Good,"[('good', 1.0)]"
Everything is good ,"[('good', 0.4763)]"
Good ,"[('good', 1.0)]"
Adding more options under 2500  ,"[('2500', 0.5365), ('options', 0.4651), ('adding', 0.2644)]"
Suoerb exilent servise ,"[('servise', 0.6578), ('exilent', 0.6532), ('suoerb', 0.6153)]"
good,"[('good', 1.0)]"
Great collection ,"[('collection', 0.6443), ('great', 0.4264)]"
Jyoti is really nice employee she help me a lot.. ,"[('jyoti', 0.631), ('employee', 0.4475), ('help', 0.1604)]"
Gulshan was very proactive and warm towards all our requirements. ,"[('gulshan', 0.5819), ('warm', 0.2913), ('proactive', 0.2166)]"
Bluockbuster,"[('bluockbuster', 1.0)]"
Good feedback ,"[('feedback', 0.7204), ('good', 0.4135)]"
Very good ,"[('good', 0.7071)]"
Very good service attendant ,"[('attendant', 0.7148), ('service', 0.4531), ('good', 0.1823)]"
Good   ,"[('good', 1.0)]"
Supriya is an excellent sales person. ,"[('supriya', 0.6843), ('sales', 0.484), ('person', 0.1642)]"
Only on piece of 34 size was available. Need more variety ,"[('34', 0.3763), ('variety', 0.3416), ('available', 0.3311)]"
Best services .,"[('services', 0.7159), ('best', 0.4923)]"
"Had a great experience, my shopper was Raza. Helped me in my shopping  and ensured I make informed decisions. ","[('raza', 0.5418), ('shopper', 0.4948), ('shopping', 0.4303)]"
Excellent fit,"[('fit', 0.7482), ('excellent', 0.5304)]"
Good service all team,"[('service', 0.5945), ('team', 0.5032), ('good', 0.304)]"
Asha she is very helpful ,"[('asha', 0.6719), ('helpful', 0.398)]"
its look like good,"[('look', 0.4239), ('good', 0.3719), ('like', 0.3516)]"
Best experience ,"[('experience', 0.8057), ('best', 0.5316)]"
K,[]
K,[]
Need cary bag better  ,"[('cary', 0.6028), ('bag', 0.583), ('need', 0.2587)]"
Shefali was a great help at the store ????,"[('shefali', 0.6819), ('store', 0.3549), ('help', 0.1699)]"
Increase the quantity ,"[('increase', 0.7308), ('quantity', 0.7209)]"
One of the best services ,"[('services', 0.6115), ('best', 0.404)]"
Thanks so very good ,"[('thanks', 0.4904), ('good', 0.3533)]"
It’s very. Nice experience ,"[('experience', 0.3925), ('nice', 0.2998)]"
Friendly and very helpful by Suhana  Margao 2 best store to shop ,"[('suhana', 0.4763), ('margao', 0.4422), ('shop', 0.408)]"
Nice experience ,"[('experience', 0.5535), ('nice', 0.4694)]"
"Misbah is a exllent sales person, he gave very good service  ","[('misbah', 0.7337), ('sales', 0.3926), ('service', 0.3064)]"
Anand  was extremely supportive and suggested different styles and options. ,"[('anand', 0.6129), ('supportive', 0.3359), ('styles', 0.3161)]"
Good s,"[('good', 0.6616)]"
Service is very very good sushant is very good gor service,"[('service', 0.5686), ('sushant', 0.3662), ('gor', 0.3544)]"
Good ,"[('good', 1.0)]"
Had an Amazing experience throughout the purchase at Levis Andheri West special thanks to the executive Mrs Afreen for being kind and helpful ,"[('levis', 0.404), ('purchase', 0.2898), ('experience', 0.2891)]"
Nothing,[]
"Ajaz,'s hospitaality was very excellent and very nice experience of purchasing jeans in levis shop","[('jeans', 0.4928), ('levis', 0.4881), ('ajaz', 0.4361)]"
"Atique Sayeed  was just fantastic , keep it up ","[('atique', 0.539), ('sayeed', 0.4895), ('fantastic', 0.2887)]"
Good,"[('good', 1.0)]"
Good,"[('good', 1.0)]"
Satyajeet helped really well and the whole staff was very friendly and helpful ,"[('satyajeet', 0.5817), ('staff', 0.3518), ('helped', 0.2673)]"
Razik such a good person also salesman ??,"[('razik', 0.6386), ('salesman', 0.589), ('person', 0.2402)]"
Thanks anil,"[('anil', 0.7243), ('thanks', 0.4857)]"
V good  ,"[('good', 0.5229)]"
It was nice experience with the store and very nice behaviour with staff,"[('staff', 0.4188), ('store', 0.3457), ('experience', 0.3447)]"
It's was a good experience. Renuka had done a good work and took lot of interest. Thank you for a good experience.,"[('renuka', 0.4632), ('experience', 0.3254), ('thank', 0.1487)]"
Excellent ,"[('excellent', 1.0)]"
"It was wonderful. Having come to get t shirt, also got a jeans.  Me having never ever tried jeans, this is my first buy. ??","[('jeans', 0.5497), ('shirt', 0.3012), ('wonderful', 0.1778)]"
Good assistance.,"[('assistance', 0.7287), ('good', 0.3815)]"
It's good. Nice to shop with Mr. pavan Sharma. Thank you for being so humble.,"[('sharma', 0.3679), ('humble', 0.3625), ('pavan', 0.3549)]"
Happy ,"[('happy', 1.0)]"
"I recently purchased a pair of Levi's jeans and shirt, and I am extremely happy with the quality. I would also like to give special thanks to the staff member who assisted me during my visit.she was helpfull, patient and attentive. I truly appreciated her help and professionalism!","[('levi', 0.4196), ('jeans', 0.3862), ('shirt', 0.3323)]"
Good,"[('good', 1.0)]"
Keep the old fashioned with new one ,"[('fashioned', 0.4942), ('new', 0.3684), ('old', 0.3449)]"
We need more winter collection as it's coming ,"[('winter', 0.5328), ('collection', 0.4368), ('coming', 0.3014)]"
"In beige, have more slim fit non denim options ","[('beige', 0.6654), ('denim', 0.6395), ('slim', 0.2883)]"
Nice ,"[('nice', 1.0)]"
Good service,"[('service', 0.6827), ('good', 0.4384)]"
raj  guide well to me,"[('raj', 0.6923), ('guide', 0.5789)]"
All good,"[('good', 0.4393)]"
Ali is very helpful and calm. He made my shopping experience very much joyful,"[('ali', 0.6225), ('shopping', 0.3558), ('calm', 0.3031)]"
Good,"[('good', 1.0)]"
Require new trends in the collection,"[('trends', 0.6178), ('collection', 0.4951), ('new', 0.3001)]"
I fell they are already doing a great job! No feedbacks!,"[('feedbacks', 0.4435), ('great', 0.2235), ('job', 0.1695)]"
Good ,"[('good', 1.0)]"
Keep it up,[]
Pleasant experience with the Levi's store staff and specially manager Jyoti Singh.. Full satisfied!,"[('levi', 0.5087), ('singh', 0.3557), ('manager', 0.3366)]"
Good,"[('good', 1.0)]"
Everything was fine . Good service,"[('service', 0.3984), ('fine', 0.3679), ('good', 0.2906)]"
Good ??,"[('good', 0.6013)]"
Great ,"[('great', 1.0)]"
The staff was very polite.. Asha was extremely helpful and guided me well.,"[('staff', 0.4444), ('polite', 0.4237), ('asha', 0.4202)]"
Good customer service Thank you,"[('customer', 0.5185), ('service', 0.4612), ('thank', 0.2777)]"
Great job amol,"[('amol', 0.6883), ('job', 0.4003), ('great', 0.3902)]"
Good for everything ,"[('good', 0.3802)]"
Excellent service  ,"[('service', 0.6481), ('excellent', 0.5238)]"
Good for everything ,"[('good', 0.3802)]"
GOOD   SERVISE.  BY. DAXA ,"[('servise', 0.6407), ('daxa', 0.5723), ('good', 0.1536)]"
Nothing,[]
Store keepers and their service is very nice ?? ,"[('store', 0.4204), ('service', 0.3992), ('keepers', 0.3183)]"
,[]
Keep the product prices quite reasonable. Store is good and staff is polite. More Range required. ,"[('prices', 0.4672), ('store', 0.3059), ('reasonable', 0.2672)]"
Good,"[('good', 1.0)]"
Good,"[('good', 1.0)]"
Very good  service by Nikita Sharma at CG road store  in ahmedabad We came from Jamnagar to purchase these all products  Thanks  Team Levi s,"[('jamnagar', 0.4673), ('ahmedabad', 0.446), ('products', 0.373)]"
Nice,"[('nice', 1.0)]"
Great ,"[('great', 1.0)]"
Great job ,"[('great', 0.5758), ('job', 0.4601)]"
Get some option in length for washed jeans. Alteration makes the look disoriented ,"[('jeans', 0.5852), ('washed', 0.4145), ('alteration', 0.3506)]"
Good,"[('good', 1.0)]"
Mr Ali attend me very Gentaly and full fill my all requirement   thank u so much,"[('ali', 0.5066), ('attend', 0.4842), ('requirement', 0.4358)]"
Wish to have more non faded blue original type denims,"[('denims', 0.6413), ('faded', 0.4725), ('blue', 0.4371)]"
Excellent shopping experience at the Vapi store. Keep up the good work.,"[('vapi', 0.5007), ('shopping', 0.4113), ('store', 0.332)]"
Ashfaque is perfect and knowledgeable sales person.Provide best clothes as per requirement.,"[('ashfaque', 0.6027), ('clothes', 0.3609), ('sales', 0.2897)]"
Great service ,"[('service', 0.6395), ('great', 0.4811)]"
Great service by majid bhai,"[('bhai', 0.6086), ('service', 0.4486), ('majid', 0.3835)]"
All good ,"[('good', 0.4393)]"
Good. Thanks Pinkal Bhai..!!,"[('bhai', 0.6746), ('pinkal', 0.4746), ('good', 0.2734)]"
All good,"[('good', 0.4393)]"
Already great ??,"[('great', 0.3789)]"
One of the best service,"[('service', 0.616), ('best', 0.4693)]"
Make available 541,"[('541', 0.7389), ('available', 0.4151), ('make', 0.1711)]"
Good ,"[('good', 1.0)]"
Good job ,"[('good', 0.5048), ('job', 0.5042)]"
Very good mario  nice service ,"[('mario', 0.5674), ('service', 0.4338), ('nice', 0.2567)]"
Amazing,"[('amazing', 1.0)]"
"Excellent t service by store manager mr,juned Saiyed ","[('service', 0.4952), ('store', 0.3967), ('juned', 0.3462)]"
Very very good in her job. ,"[('good', 0.2927), ('job', 0.2499)]"
Pawan & mamta helped outstanding ,"[('pawan', 0.5902), ('mamta', 0.5881), ('outstanding', 0.235)]"
"Nice experience, helping staff","[('staff', 0.6004), ('experience', 0.4098), ('helping', 0.4009)]"
Price,"[('price', 1.0)]"
Good services ,"[('services', 0.7509), ('good', 0.3048)]"
U can improve your variety of sizes and can try some different type of patterns rather than repeating the same old ones. Other than all that everything was good and doesn’t need any improvement that was our perspective from our end. ,"[('improve', 0.3652), ('sizes', 0.3322), ('improvement', 0.3099)]"
best of all ,"[('best', 0.7232)]"
Awesome collection staff is good ,"[('staff', 0.5781), ('collection', 0.5573), ('awesome', 0.3021)]"
Best ,"[('best', 1.0)]"
Good ,"[('good', 1.0)]"
.,[]
Experience was excellent ,"[('experience', 0.7291), ('excellent', 0.4114)]"
Keep it up ,[]
Greatest ,"[('greatest', 1.0)]"
Good service Satya ,"[('satya', 0.7791), ('service', 0.4955), ('good', 0.2247)]"
This was a fantastic experience. Despite of number of shoppers in the store Bablu was quite helpful and we got everything we were looking for and more!,"[('bablu', 0.3727), ('store', 0.328), ('shoppers', 0.3042)]"
Good,"[('good', 1.0)]"
More range of products ,"[('products', 0.6159), ('range', 0.51)]"
,[]
Nice Collection ?? ,"[('collection', 0.6361), ('nice', 0.3046)]"
Overall great experience,"[('experience', 0.5917), ('overall', 0.4674), ('great', 0.3638)]"
All products are good ,"[('products', 0.5618), ('good', 0.2383)]"
Good ???? ,"[('good', 0.4885)]"
Good ,"[('good', 1.0)]"
Everything is perfect  ,"[('perfect', 0.5002)]"
Everything was good ,"[('good', 0.4541)]"
Good service byregar dipak,"[('dipak', 0.5829), ('byregar', 0.5507), ('service', 0.4907)]"
good,"[('good', 1.0)]"
Good  sarvice deepika eva mall,"[('deepika', 0.646), ('sarvice', 0.479), ('mall', 0.4701)]"
Excelent rahul,"[('rahul', 0.8429), ('excelent', 0.5822)]"
Thanks Sanjay for helping me as per my specific requirements!!!,"[('sanjay', 0.5156), ('requirements', 0.3736), ('thanks', 0.2136)]"
Everything is good ,"[('good', 0.4763)]"
Very Good Service ???,"[('service', 0.6136), ('good', 0.219)]"
Great service and good collection. Satisfactory services,"[('services', 0.5173), ('service', 0.5017), ('satisfactory', 0.4823)]"
Over all good shopping experience ,"[('shopping', 0.6221), ('experience', 0.4955), ('good', 0.2152)]"
The variety of products was vast and amazing. Friendly staff who took care of alk our needs. Overall the experience was good and am lojing forward to coming again and even recomending the same to friends and family too.,"[('experience', 0.4113), ('recomending', 0.4108), ('products', 0.3264)]"
Na,"[('na', 1.0)]"
all good,"[('good', 0.4393)]"
Excellent staff and well mannered. Thanks ,"[('staff', 0.5826), ('mannered', 0.451), ('thanks', 0.3254)]"
It was a cool experience.Anil assisted well,"[('anil', 0.5151), ('assisted', 0.4015), ('experience', 0.3112)]"
Good,"[('good', 1.0)]"
Good staff and good ambiance in store,"[('staff', 0.6288), ('ambiance', 0.5354), ('store', 0.4345)]"
Thodi aur color lekar aana chahie girls me  aur kuchh jeans aur stretchable honi chahie,"[('chahie', 0.4653), ('lekar', 0.4386), ('jeans', 0.4315)]"
Designs are very simple. Please update designs,"[('designs', 0.6984), ('update', 0.3032), ('simple', 0.1983)]"
Fantastic ,"[('fantastic', 1.0)]"
Quality are so nice ,"[('quality', 0.7732), ('nice', 0.1876)]"
Good customer experience from Nikhit bhai,"[('bhai', 0.5848), ('nikhit', 0.4497), ('customer', 0.4293)]"
Best levies officials at store they are awesome ,"[('levies', 0.6427), ('officials', 0.4216), ('best', 0.2954)]"
"Shop display less,  but compensated by Sales Guys vry helpfulln courteous. ","[('shop', 0.5131), ('sales', 0.506), ('compensated', 0.4732)]"
Experience was good. Officials are well trained and well mannered.,"[('experience', 0.4757), ('officials', 0.4622), ('trained', 0.3895)]"
.,[]
… ,[]
Good,"[('good', 1.0)]"
nothing everything is good specially mehul sir give us awesome service ,"[('service', 0.5091), ('mehul', 0.4525), ('sir', 0.2773)]"
??,[]
Good,"[('good', 1.0)]"
Men collar t-shirt option were less,"[('shirt', 0.4529), ('collar', 0.4487), ('men', 0.3849)]"
